-7,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,Cey4iTeOVUAm6yq7H3HflqNQ4E4=
-1,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,nCeRCkRtfyeqbGPzig1c6snCLSw=
-8,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,DNyOHk0ns1gPUbxvmyTAJjRICIU=
-1,-2,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,GMEhGtVDiQ6bWoePYvZDdtK6kE8=
-1,-3,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,GMEhGtVDiQ6bWoePYvZDdtK6kE8=
-2,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,JLI9aN1kKn8G2y1I2gKiB6lVMMc=
-2,-3,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,JLI9aN1kKn8G2y1I2gKiB6lVMMc=
-2,-2,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,iqRqpIdoOwJbcvxWJi4mqWJKqqc=
-3,-3,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,GMEhGtVDiQ6bWoePYvZDdtK6kE8=
-3,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,JLI9aN1kKn8G2y1I2gKiB6lVMMc=
-3,-2,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,JLI9aN1kKn8G2y1I2gKiB6lVMMc=
-4,-2,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,JLI9aN1kKn8G2y1I2gKiB6lVMMc=
-4,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,JLI9aN1kKn8G2y1I2gKiB6lVMMc=
-4,-3,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,GMEhGtVDiQ6bWoePYvZDdtK6kE8=
-5,-1,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,v6coHR59zE6ms6QdvfLZCLIP6Ck=
-5,-2,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,I/iKWMRjg+Ex/4qQDDHpdAdpzKw=
-5,-3,f6mqGUoDSjBgd87Mx8gRpqbXTiA=,WepNc8I9ioPQSFeGJT2cadFwfQI=
